,FOR,assignee_names,assignees,filing_status,granted_year,id,inventor_names,publication_date,publication_ids,times_cited,title,year
66,"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]","['Western Ohio, University of', 'University of Western Ontario', 'Trudell Medical International', 'MARTIN RUTH E', 'SIEFFERT MARCUS', 'SCARROTT PETER', 'RIFANI ANDREAS', 'ARMSTRONG KELLY', 'TRUDELL MEDICAL INT', 'UNIV WESTERN ONTARIO']","[{'id': 'grid.39381.30', 'acronym': 'UWO', 'name': 'Western University', 'country_name': 'Canada'}, {'id': 'grid.417314.4', 'acronym': 'TMI', 'name': 'Trudell Medical International (Canada)', 'country_name': 'Canada'}, {'id': 'grid.20627.31', 'name': 'Ohio University', 'country_name': 'United States'}]",Grant,2018.0,US-9855187-B2,"['Ruth E. Martin', 'Marcus Sieffert', 'Peter Scarrott', 'Andreas Rifani', 'Kelly Armstrong']",2018-01-02,"['pub.1035799892', 'pub.1041855212', 'pub.1048845086', 'pub.1046329443', 'pub.1007578031', 'pub.1006585342', 'pub.1028793817', 'pub.1051808776', 'pub.1022847392', 'pub.1009053167', 'pub.1052689535', 'pub.1007527945', 'pub.1021045311', 'pub.1033246737', 'pub.1002372339', 'pub.1015566264', 'pub.1052167100', 'pub.1048212510', 'pub.1039651938', 'pub.1025718217', 'pub.1047388329', 'pub.1025190362', 'pub.1048143673', 'pub.1012557509', 'pub.1017051886', 'pub.1042235044', 'pub.1010735174', 'pub.1019256076', 'pub.1002702563', 'pub.1028488869', 'pub.1015921167', 'pub.1034464382', 'pub.1003744595', 'pub.1008415909', 'pub.1013631994', 'pub.1048477780', 'pub.1008869985', 'pub.1007032332', 'pub.1031167608', 'pub.1019267049', 'pub.1005634350', 'pub.1042146113', 'pub.1039369707', 'pub.1017613335', 'pub.1043686000', 'pub.1023580121', 'pub.1052873580', 'pub.1035897607', 'pub.1013847662', 'pub.1015698295', 'pub.1046939929', 'pub.1049316207', 'pub.1031456590', 'pub.1032481224', 'pub.1010109007', 'pub.1053470780', 'pub.1051746161', 'pub.1024065189', 'pub.1044583821', 'pub.1026143701', 'pub.1044145558', 'pub.1015214585', 'pub.1003065373', 'pub.1019663213', 'pub.1000835783', 'pub.1014951026', 'pub.1016386656', 'pub.1024726961', 'pub.1041035183', 'pub.1050672352', 'pub.1000824251', 'pub.1041405999', 'pub.1005603228', 'pub.1001229616', 'pub.1051863530', 'pub.1052018112', 'pub.1021915896', 'pub.1025105023', 'pub.1045816370', 'pub.1024118481', 'pub.1019955011', 'pub.1041381733', 'pub.1002162481', 'pub.1022242790', 'pub.1034722558', 'pub.1025279897', 'pub.1001441583', 'pub.1028526931', 'pub.1007173318', 'pub.1004957759', 'pub.1010442212', 'pub.1000106218', 'pub.1019422456', 'pub.1023713675', 'pub.1052177233', 'pub.1015291865', 'pub.1024612271', 'pub.1011561226', 'pub.1003788013', 'pub.1042149857', 'pub.1005511413', 'pub.1013143349', 'pub.1008418827', 'pub.1027605621', 'pub.1052214250', 'pub.1014899218', 'pub.1024920976', 'pub.1009667341', 'pub.1052681639', 'pub.1006452165', 'pub.1024761603', 'pub.1006938165', 'pub.1052428681', 'pub.1024130914', 'pub.1041262069', 'pub.1031305936', 'pub.1030066979', 'pub.1004996144', 'pub.1031532334', 'pub.1010179315', 'pub.1036318267', 'pub.1005644897', 'pub.1012441551', 'pub.1025064790', 'pub.1043430168', 'pub.1016219188', 'pub.1001958960', 'pub.1012118581', 'pub.1031603874', 'pub.1014672781', 'pub.1002932142', 'pub.1049359061', 'pub.1033508867', 'pub.1002273174', 'pub.1026665403', 'pub.1038911764', 'pub.1023767829', 'pub.1044079067', 'pub.1022464482', 'pub.1027968214', 'pub.1049398017', 'pub.1033333189', 'pub.1010137029', 'pub.1030082060', 'pub.1029528372', 'pub.1052711964', 'pub.1007969374', 'pub.1025653152', 'pub.1021010475', 'pub.1018370589', 'pub.1023282884', 'pub.1023307820', 'pub.1035380454', 'pub.1030524485', 'pub.1012882650', 'pub.1031224437', 'pub.1015116978', 'pub.1050129485', 'pub.1017503366', 'pub.1035345833', 'pub.1051871004', 'pub.1038953343', 'pub.1052061923', 'pub.1040706977', 'pub.1024182177', 'pub.1049197799', 'pub.1012009543', 'pub.1013389873', 'pub.1034067446', 'pub.1007341553', 'pub.1047257356', 'pub.1013037336', 'pub.1000445785', 'pub.1034243552', 'pub.1044041780', 'pub.1005926732', 'pub.1051320373', 'pub.1054631785', 'pub.1027353216', 'pub.1051300356', 'pub.1051487823', 'pub.1035474913', 'pub.1017883589', 'pub.1043624212', 'pub.1022811307', 'pub.1026894764', 'pub.1015962664', 'pub.1042413422', 'pub.1007001377', 'pub.1000475436', 'pub.1039911167', 'pub.1037664006', 'pub.1030037338', 'pub.1015168191', 'pub.1082278730', 'pub.1046869395', 'pub.1000735292', 'pub.1007151200', 'pub.1050054729', 'pub.1020655420', 'pub.1023652437', 'pub.1026218593', 'pub.1046823809', 'pub.1041232155', 'pub.1017782777', 'pub.1002794231', 'pub.1019612232', 'pub.1038422908', 'pub.1052171292', 'pub.1043091115', 'pub.1004548115', 'pub.1026199964', 'pub.1035942370', 'pub.1016167309', 'pub.1062424819', 'pub.1034814888', 'pub.1007291606', 'pub.1005446251', 'pub.1020513994', 'pub.1063628943', 'pub.1063632084', 'pub.1063632085', 'pub.1063636191', 'pub.1063798622', 'pub.1025198963', 'pub.1064039172', 'pub.1027846072', 'pub.1064149733', 'pub.1064150063', 'pub.1064150206', 'pub.1067466951', 'pub.1012280159', 'pub.1046893025', 'pub.1035759633', 'pub.1011729364', 'pub.1046549373', 'pub.1028836503']",2,Oral device and method for the use thereof,2013
67,"[{'id': '3053', 'name': '1103 Clinical Sciences'}]","['Harvard College', 'Dana-Farber Cancer Institute Inc', 'LIN CHENXIANG', 'LI CHAO', 'SHIH WILLIAM M', 'YIN PENG', 'JUNGMANN RALF', 'HARVARD COLLEGE', 'DANA FARBER CANCER INST INC']","[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}, {'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}]",Grant,2018.0,US-10024796-B2,"['Chenxiang Lin', 'Chao Li', 'William M. Shih', 'Peng Yin', 'Ralf Jungmann']",2018-07-17,"['pub.1024136925', 'pub.1103694469', 'pub.1035355979', 'pub.1045900843', 'pub.1031867113', 'pub.1048341274', 'pub.1045300405', 'pub.1031218136', 'pub.1043638915', 'pub.1003164417', 'pub.1033653113', 'pub.1007853236', 'pub.1053514788', 'pub.1006488922', 'pub.1010403050', 'pub.1026958546', 'pub.1007816560', 'pub.1010838518', 'pub.1029198365', 'pub.1027979119', 'pub.1052786842', 'pub.1052789239', 'pub.1002849846', 'pub.1019108309', 'pub.1000689265', 'pub.1033450844', 'pub.1010532838', 'pub.1051205031', 'pub.1005720920', 'pub.1017507875', 'pub.1009642663', 'pub.1052341201', 'pub.1048613665', 'pub.1045990670', 'pub.1005288477', 'pub.1043648779', 'pub.1017069332', 'pub.1045695037', 'pub.1045995150', 'pub.1012236485', 'pub.1024456939', 'pub.1031112464', 'pub.1043976379', 'pub.1054076278', 'pub.1054055364', 'pub.1054993674', 'pub.1014919757', 'pub.1005838886', 'pub.1043241510', 'pub.1019105651', 'pub.1045186639', 'pub.1007867176', 'pub.1010893751', 'pub.1049844850', 'pub.1051000906', 'pub.1015552893', 'pub.1055860638', 'pub.1049657450', 'pub.1044024645', 'pub.1025479717', 'pub.1056120949', 'pub.1056123313', 'pub.1056126795', 'pub.1025010039', 'pub.1056217064', 'pub.1056217242', 'pub.1056217832', 'pub.1037668364', 'pub.1042269535', 'pub.1039034027', 'pub.1056227566', 'pub.1015431161', 'pub.1030103352', 'pub.1041803425', 'pub.1012707267', 'pub.1028635122', 'pub.1047553374', 'pub.1041585382', 'pub.1000109646', 'pub.1013163341', 'pub.1005524321', 'pub.1024904245', 'pub.1031185154', 'pub.1004646089', 'pub.1029099573', 'pub.1017177016', 'pub.1014061671', 'pub.1046283340', 'pub.1030201727', 'pub.1053259870', 'pub.1036498805', 'pub.1041715696', 'pub.1008920914', 'pub.1022735714', 'pub.1004035346', 'pub.1032740004', 'pub.1000023183', 'pub.1029362798', 'pub.1013218231', 'pub.1023537585', 'pub.1012490177', 'pub.1026196282', 'pub.1017575936', 'pub.1030665993', 'pub.1043491552', 'pub.1025307567', 'pub.1040676779', 'pub.1006579896', 'pub.1043093081', 'pub.1051021562', 'pub.1000492714', 'pub.1036641760', 'pub.1032254220', 'pub.1052882147', 'pub.1046461928', 'pub.1018882864', 'pub.1006008471', 'pub.1047295499', 'pub.1002422470', 'pub.1011285436', 'pub.1029360393', 'pub.1018501444', 'pub.1034803646', 'pub.1041856810', 'pub.1020910010', 'pub.1038058175', 'pub.1047224695', 'pub.1020701473', 'pub.1023877932', 'pub.1015002947', 'pub.1038486440', 'pub.1074247091', 'pub.1044910093', 'pub.1046430207', 'pub.1023565177', 'pub.1057938292', 'pub.1027384218', 'pub.1058004043', 'pub.1045406480', 'pub.1027667643', 'pub.1001075437', 'pub.1014802722', 'pub.1005970907', 'pub.1036737982', 'pub.1005549896', 'pub.1049123160', 'pub.1053402123', 'pub.1014551162', 'pub.1000052620', 'pub.1031580281', 'pub.1049061991', 'pub.1032129864', 'pub.1009616467', 'pub.1040452142', 'pub.1014053779', 'pub.1050016059', 'pub.1015679949', 'pub.1009187647', 'pub.1050652321', 'pub.1020671440', 'pub.1020766143', 'pub.1059051030', 'pub.1034993468', 'pub.1048891004', 'pub.1019884887', 'pub.1038068501', 'pub.1048415882', 'pub.1022202754', 'pub.1000582818', 'pub.1021923425', 'pub.1006519462', 'pub.1013616167', 'pub.1062449581', 'pub.1014313303', 'pub.1022108219', 'pub.1046816337', 'pub.1046868065', 'pub.1005581664', 'pub.1009289125', 'pub.1062460352', 'pub.1053249418', 'pub.1052331168', 'pub.1062465949', 'pub.1045034054', 'pub.1026772084', 'pub.1006463664', 'pub.1017959712', 'pub.1051771327', 'pub.1062554061', 'pub.1062575158', 'pub.1004594267', 'pub.1047460548', 'pub.1083288818', 'pub.1041680052', 'pub.1038570697', 'pub.1042176156', 'pub.1036519303', 'pub.1009670350', 'pub.1065159097', 'pub.1038840855', 'pub.1065189346', 'pub.1065215090', 'pub.1007133303', 'pub.1043669490', 'pub.1044465533', 'pub.1004572329', 'pub.1019425310', 'pub.1011359790', 'pub.1040997381', 'pub.1041459631']",2,Nucleic acid nanostructure barcode probes,2011
68,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}, {'id': '2921', 'name': '0912 Materials Engineering'}]",['FOND ST ITALIANO DI TECNOLOGIA'],,Application,,WO-2017060407-A1,"['CAPIGLIA, Claudio', 'PROIETTI ZACCARIA, Remo', 'GORIPARTI, Subrahmanyam', 'MIELE, Ermanno', 'DE ANGELIS, FRANCESCO']",2017-04-13,"['pub.1030340281', 'pub.1042083195', 'pub.1019070672', 'pub.1037049550', 'pub.1052419884', 'pub.1002500272', 'pub.1023454014', 'pub.1000176970', 'pub.1021352470', 'pub.1030457721', 'pub.1010510121', 'pub.1041257650', 'pub.1009816259', 'pub.1035664064', 'pub.1038465033', 'pub.1039973730', 'pub.1030484221', 'pub.1043538189', 'pub.1039426484', 'pub.1014264374', 'pub.1019948719', 'pub.1019798545', 'pub.1029176653', 'pub.1004209775', 'pub.1007485047', 'pub.1037199686', 'pub.1054023215', 'pub.1055120584', 'pub.1055127882', 'pub.1055142323', 'pub.1055142879', 'pub.1055144455', 'pub.1055145113', 'pub.1055145238', 'pub.1055150269', 'pub.1055410710', 'pub.1055411708', 'pub.1055413939', 'pub.1055414351', 'pub.1020126120', 'pub.1055559189', 'pub.1034305064', 'pub.1056058862', 'pub.1056069931', 'pub.1056115272', 'pub.1056155222', 'pub.1013845624', 'pub.1019104799', 'pub.1056224632', 'pub.1056224871', 'pub.1056225740', 'pub.1012023304', 'pub.1003109851', 'pub.1049323528', 'pub.1022429742', 'pub.1017892512', 'pub.1038234487', 'pub.1019804374', 'pub.1007065423', 'pub.1011622229', 'pub.1019153008', 'pub.1029471043', 'pub.1024959510', 'pub.1001197726', 'pub.1019151525', 'pub.1003110325', 'pub.1040241727', 'pub.1011184421', 'pub.1049951060']",0,DIRECT SYNTHESIS OF CARBON DOPED TiO2-BRONZE NANOSTRUCTURES AS ANODE MATERIALS FOR HIGH PERFORMANCE LITHIUM BATTERIES,2016
69,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}, {'id': '2438', 'name': '0302 Inorganic Chemistry'}]","['UNIV BATH', 'IMP INNOVATIONS LTD']","[{'id': 'grid.7340.0', 'name': 'University of Bath', 'country_name': 'United Kingdom'}, {'id': 'grid.420918.6', 'name': 'Imperial Innovations (United Kingdom)', 'country_name': 'United Kingdom'}]",Application,,WO-2017068350-A1,"['ESLAVA, Salvador']",2017-04-27,"['pub.1042853420', 'pub.1002602751', 'pub.1051668887', 'pub.1035987111', 'pub.1010507216']",0,METHODS OF MAKING METAL OXIDE CATALYSTS,2016
70,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Northwestern University', 'UNIV NORTHWESTERN']","[{'id': 'grid.16753.36', 'acronym': 'NU', 'name': 'Northwestern University', 'country_name': 'United States'}]",Grant,2016.0,US-9393550-B2,"['Yu Teng Liang', 'Baiju K. Vijayan', 'Kimberly A. Gray', 'Mark C. Hersam']",2016-07-19,"['pub.1023419712', 'pub.1002055950', 'pub.1044536918', 'pub.1003485683', 'pub.1053980654', 'pub.1055514731', 'pub.1037522482', 'pub.1041406705', 'pub.1055860239', 'pub.1043237018', 'pub.1056051682', 'pub.1056067533', 'pub.1056105034', 'pub.1056116273', 'pub.1056133531', 'pub.1056133769', 'pub.1056134148', 'pub.1005947049', 'pub.1009620702', 'pub.1036454150', 'pub.1040781043', 'pub.1005188828', 'pub.1015257844', 'pub.1037766835', 'pub.1011835651', 'pub.1037641167', 'pub.1038246202', 'pub.1056222523', 'pub.1056222525', 'pub.1006070436', 'pub.1028137222', 'pub.1056223673', 'pub.1045392165', 'pub.1012050322', 'pub.1051150187', 'pub.1011069243', 'pub.1017569831', 'pub.1009697240', 'pub.1012181887', 'pub.1033813823', 'pub.1049512145', 'pub.1028729458', 'pub.1010622889', 'pub.1032209533', 'pub.1027154969', 'pub.1018587379', 'pub.1004643579', 'pub.1002879349', 'pub.1027104261', 'pub.1031761267', 'pub.1051668887', 'pub.1003088113', 'pub.1006274772', 'pub.1062444348', 'pub.1019008412', 'pub.1015876496', 'pub.1062573346']",0,Methods of making non-covalently bonded carbon-titania nanocomposite thin films and applications of the same,2013
71,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['East China University of Science and Technology', 'Empire Technology Development LLC', 'ZHENG ZHIGANG', 'EMPIRE TECHNOLOGY DEV LLC']","[{'id': 'grid.480111.d', 'name': 'ConvergeOne (United States)', 'country_name': 'United States'}, {'id': 'grid.28056.39', 'acronym': 'ECUST', 'name': 'East China University of Science and Technology', 'country_name': 'China'}, {'id': 'grid.254444.7', 'acronym': 'WSU', 'name': 'Wayne State University', 'country_name': 'United States'}]",Grant,2013.0,US-8518499-B2,['Zhigang Zheng'],2013-08-27,"['pub.1011695268', 'pub.1049310924', 'pub.1009625418', 'pub.1040117730', 'pub.1055584362', 'pub.1050563315', 'pub.1055836470', 'pub.1007231918', 'pub.1056051879', 'pub.1056056530', 'pub.1056122316', 'pub.1056123770', 'pub.1056191782', 'pub.1020499066', 'pub.1047995168', 'pub.1050469865', 'pub.1023456343', 'pub.1001779782', 'pub.1044977969', 'pub.1057942595', 'pub.1021436967', 'pub.1065185821', 'pub.1065192309']",0,Liquid crystal blue phase,2012
72,"[{'id': '2447', 'name': '0303 Macromolecular and Materials Chemistry'}]","['UT-Battelle LLC', 'UT BATTELLE LLC']","[{'id': 'grid.422038.f', 'name': 'UT-Battelle', 'country_name': 'United States'}]",Grant,2016.0,US-9249241-B2,"['Sheng Dai', 'Joanna Gorka', 'Richard T. Mayes']",2016-02-02,"['pub.1053659973', 'pub.1023430134', 'pub.1019707682', 'pub.1015727338', 'pub.1029898955', 'pub.1030309446', 'pub.1016509684', 'pub.1028804203', 'pub.1026244646', 'pub.1016004934', 'pub.1023941052', 'pub.1041656021', 'pub.1015697199', 'pub.1028481310', 'pub.1009181601', 'pub.1040473522', 'pub.1051041008', 'pub.1027449325', 'pub.1031225905', 'pub.1014979381', 'pub.1015515052', 'pub.1009331938', 'pub.1050512083', 'pub.1003439210', 'pub.1001211328', 'pub.1042092686', 'pub.1012441800', 'pub.1020276070', 'pub.1055417127', 'pub.1055563468', 'pub.1055605327', 'pub.1035566488', 'pub.1033352362', 'pub.1025687594', 'pub.1024032581', 'pub.1056150452', 'pub.1029598374', 'pub.1056227595', 'pub.1023187484', 'pub.1047825494', 'pub.1033903597', 'pub.1040721030', 'pub.1051382789', 'pub.1040361257', 'pub.1051478009', 'pub.1000944919', 'pub.1017227614', 'pub.1001127110', 'pub.1027058103', 'pub.1027175869', 'pub.1062457891']",61,Surface-functionalized mesoporous carbon materials,2013
73,"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['National University of Singapore', 'HO GHIM WEI', 'CHUA KIAN JON', 'UNIV SINGAPORE']","[{'id': 'grid.4280.e', 'acronym': 'NUS', 'name': 'National University of Singapore', 'country_name': 'Singapore'}]",Application,,US-20140147377-A1,"['Ghim Wei Ho', 'Kian Jon Chua']",2014-05-29,"['pub.1018867196', 'pub.1036313573', 'pub.1006484134']",7,PHOTOCATALYST FOR WATER SPLITTING,2012
74,"[{'id': '2790', 'name': '0806 Information Systems'}]",['SIEMENS AG'],"[{'id': 'grid.5406.7', 'name': 'Siemens (Germany)', 'country_name': 'Germany'}]",Application,,WO-2018095539-A1,"['EMRICH, Tobias', 'FREY, CHRISTIAN', 'RENZ, MATTHIAS', 'ZUEFLE, Andreas', 'MEUNIER, REGINE']",2018-05-31,"['pub.1061251773', 'pub.1061317538', 'pub.1061644041', 'pub.1045497771', 'pub.1067367748']",0,EFFICIENT DATA PROPAGATION IN A COMPUTER NETWORK,2016
75,"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]","['Ignite Marketing Analytics Inc', 'THINKVINE CORP', 'THINKVINE CORP']","[{'id': 'grid.470939.0', 'name': 'MSP Analytics (United States)', 'country_name': 'United States'}]",Application,,US-20130110480-A1,['Theresa S. Sullivan'],2013-05-02,['pub.1048034073'],1,Agent Awareness Modeling for Agent-Based Modeling Systems,2012
76,"[{'id': '2878', 'name': '0907 Environmental Engineering'}]","['Council of Scientific and Industrial Research (CSIR)', 'COUNCIL SCIENT IND RES']","[{'id': 'grid.419023.d', 'acronym': 'NIIST', 'name': 'National Institute for Interdisciplinary Science and Technology', 'country_name': 'India'}, {'id': 'grid.418099.d', 'acronym': 'CSIR', 'name': 'Council of Scientific and Industrial Research', 'country_name': 'India'}]",Grant,2017.0,US-9776162-B2,"['Valluri Durga Kumari', 'Machiraju Subrahmanyam', 'Basavaraju Srinivas', 'Gullapelli Sadanandam', 'Muthukonda Venkatakrish Nan Shankar', 'Bethanabhatla Syama Sundar', 'Murikinati Mamatha Kumari', 'Dharani Praveen Kumar']",2017-10-03,"['pub.1033197016', 'pub.1037328020', 'pub.1034793530', 'pub.1001408595', 'pub.1056078949', 'pub.1056117231', 'pub.1005770685', 'pub.1008172565', 'pub.1072084018']",1,"CuO—TiO2 nanocomposite photocatalyst for hydrogen production, process for the preparation thereof",2014
77,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['University of Southampton', 'UNIV SOUTHAMPTON']","[{'id': 'grid.5491.9', 'name': 'University of Southampton', 'country_name': 'United Kingdom'}]",Grant,2017.0,US-9745577-B2,"['Igor Vorechovsky', 'Jana Kralovicova']",2017-08-29,"['pub.1045955519', 'pub.1003967443', 'pub.1036520330', 'pub.1048311912', 'pub.1015630781', 'pub.1042359449', 'pub.1027626317', 'pub.1028244708', 'pub.1038304154', 'pub.1018665126', 'pub.1006345225', 'pub.1030666295', 'pub.1001091324', 'pub.1016621960', 'pub.1019271071', 'pub.1016298182', 'pub.1010998054', 'pub.1029916053', 'pub.1047214778', 'pub.1053112432', 'pub.1026968557', 'pub.1004593007', 'pub.1036544526', 'pub.1050383666', 'pub.1039974575', 'pub.1008002818', 'pub.1011636857', 'pub.1037549848', 'pub.1041785184', 'pub.1025555016', 'pub.1010112344', 'pub.1027820201', 'pub.1049543104', 'pub.1038266176', 'pub.1041367510', 'pub.1009536632', 'pub.1001645122', 'pub.1022322444', 'pub.1049116751', 'pub.1004554699', 'pub.1017212091', 'pub.1052028560', 'pub.1051898838', 'pub.1003617585', 'pub.1013618994', 'pub.1028916022', 'pub.1007455381', 'pub.1028421029', 'pub.1055203348', 'pub.1055210203', 'pub.1053941088', 'pub.1055724099', 'pub.1055848177', 'pub.1028545525', 'pub.1007011746', 'pub.1027146913', 'pub.1008913091', 'pub.1002620016', 'pub.1012418018', 'pub.1033734319', 'pub.1053593635', 'pub.1050469040', 'pub.1015392938', 'pub.1002815475', 'pub.1024785006', 'pub.1008245757', 'pub.1000510999', 'pub.1035545506', 'pub.1047209032', 'pub.1009912947', 'pub.1031763325', 'pub.1049898019', 'pub.1024847224', 'pub.1030124536', 'pub.1043783272', 'pub.1014548603', 'pub.1047891925', 'pub.1039383343', 'pub.1019375344', 'pub.1013446863', 'pub.1033572594', 'pub.1048771227', 'pub.1045717347', 'pub.1006736831', 'pub.1027087500', 'pub.1010311204', 'pub.1008638049', 'pub.1041705352', 'pub.1034945665', 'pub.1000174869', 'pub.1020165685', 'pub.1016461387', 'pub.1007960067', 'pub.1011580495', 'pub.1017606379', 'pub.1027764265', 'pub.1001725497', 'pub.1053490603', 'pub.1040445418', 'pub.1005708481', 'pub.1040866909', 'pub.1004681649', 'pub.1035376371', 'pub.1025902839', 'pub.1002994028', 'pub.1058402943', 'pub.1058609777', 'pub.1058610083', 'pub.1058621851', 'pub.1058668796', 'pub.1059273885', 'pub.1044419304', 'pub.1059310746', 'pub.1034178097', 'pub.1018916151', 'pub.1023983303', 'pub.1028770513', 'pub.1016252877', 'pub.1051903719', 'pub.1014108388', 'pub.1013133936', 'pub.1000590392', 'pub.1034673286', 'pub.1020069486', 'pub.1013618001', 'pub.1014405336', 'pub.1028531234', 'pub.1004599435', 'pub.1012653639', 'pub.1031970877', 'pub.1016016288', 'pub.1048040232', 'pub.1022610521', 'pub.1007839441', 'pub.1019437415', 'pub.1005927783', 'pub.1011868232', 'pub.1012697827', 'pub.1004457494', 'pub.1045780690', 'pub.1078589223', 'pub.1023724373', 'pub.1024831634', 'pub.1044278588', 'pub.1007646946', 'pub.1020545959', 'pub.1006954257', 'pub.1048596679', 'pub.1048421291', 'pub.1026530108', 'pub.1049314308', 'pub.1030080037', 'pub.1041235395', 'pub.1025111567', 'pub.1001080868', 'pub.1083108595', 'pub.1052704576', 'pub.1061541201', 'pub.1019683941', 'pub.1035550202', 'pub.1049709064', 'pub.1062446778', 'pub.1043601744', 'pub.1062553185', 'pub.1035737335', 'pub.1000479793', 'pub.1008634577', 'pub.1052708404', 'pub.1030846178', 'pub.1049247741', 'pub.1044758137', 'pub.1000808919', 'pub.1037047472', 'pub.1032487381', 'pub.1027973596', 'pub.1005008646', 'pub.1044499207', 'pub.1026863443', 'pub.1052306345', 'pub.1023967943', 'pub.1037973165', 'pub.1052485855', 'pub.1047809944', 'pub.1035539916', 'pub.1014583056', 'pub.1025414923', 'pub.1013232565', 'pub.1012020692', 'pub.1023385607', 'pub.1035069494', 'pub.1064348498', 'pub.1064377591', 'pub.1026558959', 'pub.1019003873', 'pub.1011784219', 'pub.1005496470', 'pub.1007276401', 'pub.1010595002', 'pub.1002503414', 'pub.1068671005', 'pub.1040181211', 'pub.1033385343', 'pub.1029929724', 'pub.1000251482', 'pub.1031525920', 'pub.1072298311', 'pub.1072298536', 'pub.1072300625']",1,Reducing intron retention,2015
